stockid,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
300553.SZ,,,,,,,,,,,,
300554.SZ,,,,,,,,,,,,
300555.SZ,,,,,,,,,,,,
300556.SZ,,,,,,,,,,,,
300557.SZ,,,,,,,,,,,,
300558.SZ,,,,,,,,,,,,
300559.SZ,,,,,,,,,,,,
300560.SZ,,,,,,,,,,,,
300561.SZ,,,,,,,,,,,,
300562.SZ,,,,,,,,,,,,
300563.SZ,,,,,,,,,,,,
300564.SZ,,,,,,,,,,,,
300565.SZ,,,,,,,,,,,,
300566.SZ,,,,,,,,,,,,
300567.SZ,,,,,,,,,,,,
300568.SZ,43693,,,,,,,,,,,
300569.SZ,,,,,,,,,,,,
300570.SZ,,,,,,,,,,,,
300571.SZ,43769,,,,,,,,,,,
300572.SZ,,,,,,,,,,,,
300573.SZ,,,,,,,,,,,,
300575.SZ,,,,,,,,,,,,
300576.SZ,,,,,,,,,,,,
300577.SZ,,,,,,,,,,,,
300578.SZ,43774,,,,,,,,,,,
300579.SZ,,,,,,,,,,,,
300580.SZ,,,,,,,,,,,,
300581.SZ,,,,,,,,,,,,
300582.SZ,,,,,,,,,,,,
300583.SZ,,,,,,,,,,,,
300584.SZ,,,,,,,,,,,,
300585.SZ,,,,,,,,,,,,
300586.SZ,,,,,,,,,,,,
300587.SZ,,,,,,,,,,,,
300588.SZ,,,,,,,,,,,,
300589.SZ,,,,,,,,,,,,
300590.SZ,,,,,,,,,,,,
300591.SZ,,,,,,,,,,,,
300592.SZ,,,,,,,,,,,,
300593.SZ,,,,,,,,,,,,
300594.SZ,,,,,,,,,,,,
300595.SZ,,,,,,,,,,,,
300596.SZ,43666,,,,,,,,,,,
300597.SZ,,,,,,,,,,,,
300598.SZ,,,,,,,,,,,,
300599.SZ,,,,,,,,,,,,
300600.SZ,,,,,,,,,,,,
300601.SZ,,,,,,,,,,,,
300602.SZ,,,,,,,,,,,,
300603.SZ,43578,,,,,,,,,,,
300604.SZ,43732,,,,,,,,,,,
300605.SZ,,,,,,,,,,,,
300606.SZ,,,,,,,,,,,,
300607.SZ,43780,,,,,,,,,,,
300608.SZ,,,,,,,,,,,,
300609.SZ,,,,,,,,,,,,
300610.SZ,,,,,,,,,,,,
300611.SZ,,,,,,,,,,,,
300612.SZ,,,,,,,,,,,,
300613.SZ,,,,,,,,,,,,
300615.SZ,,,,,,,,,,,,
300616.SZ,,,,,,,,,,,,
300617.SZ,,,,,,,,,,,,
300618.SZ,,,,,,,,,,,,
300619.SZ,,,,,,,,,,,,
300620.SZ,,,,,,,,,,,,
300621.SZ,,,,,,,,,,,,
300622.SZ,,,,,,,,,,,,
300623.SZ,,,,,,,,,,,,
300624.SZ,,,,,,,,,,,,
300625.SZ,,,,,,,,,,,,
300626.SZ,,,,,,,,,,,,
300627.SZ,,,,,,,,,,,,
300628.SZ,,,,,,,,,,,,
300629.SZ,43749,,,,,,,,,,,
300630.SZ,,,,,,,,,,,,
300631.SZ,,,,,,,,,,,,
300632.SZ,,,,,,,,,,,,
300633.SZ,,,,,,,,,,,,
300634.SZ,,,,,,,,,,,,
300635.SZ,,,,,,,,,,,,
300636.SZ,,,,,,,,,,,,
300637.SZ,,,,,,,,,,,,
300638.SZ,43790,,,,,,,,,,,
300639.SZ,,,,,,,,,,,,
300640.SZ,,,,,,,,,,,,
300641.SZ,,,,,,,,,,,,
300642.SZ,,,,,,,,,,,,
300643.SZ,,,,,,,,,,,,
300644.SZ,,,,,,,,,,,,
300645.SZ,,,,,,,,,,,,
300647.SZ,,43400,,,,,,,,,,
300648.SZ,,,,,,,,,,,,
300649.SZ,,,,,,,,,,,,
300650.SZ,,,,,,,,,,,,
300651.SZ,,,,,,,,,,,,
300652.SZ,,,,,,,,,,,,
300653.SZ,,,,,,,,,,,,
300654.SZ,,,,,,,,,,,,
300655.SZ,,,,,,,,,,,,
300656.SZ,,,,,,,,,,,,
300657.SZ,43718,,,,,,,,,,,
300658.SZ,,,,,,,,,,,,
300659.SZ,,,,,,,,,,,,
300660.SZ,,,,,,,,,,,,
300661.SZ,,,,,,,,,,,,
300662.SZ,,,,,,,,,,,,
300663.SZ,,,,,,,,,,,,
300664.SZ,,,,,,,,,,,,
300665.SZ,,,,,,,,,,,,
300666.SZ,,,,,,,,,,,,
300667.SZ,43817,,,,,,,,,,,
300668.SZ,,,,,,,,,,,,
300669.SZ,,,,,,,,,,,,
300670.SZ,43824,,,,,,,,,,,
300671.SZ,,,,,,,,,,,,
300672.SZ,,,,,,,,,,,,
300673.SZ,,,,,,,,,,,,
300674.SZ,,,,,,,,,,,,
300675.SZ,,,,,,,,,,,,
300676.SZ,,,,,,,,,,,,
300677.SZ,,,,,,,,,,,,
300678.SZ,,,,,,,,,,,,
300679.SZ,,,,,,,,,,,,
300680.SZ,,43330,,,,,,,,,,
300681.SZ,,,,,,,,,,,,
300682.SZ,43636,,,,,,,,,,,
300683.SZ,,,,,,,,,,,,
300684.SZ,,,,,,,,,,,,
300685.SZ,,,,,,,,,,,,
300686.SZ,,,,,,,,,,,,
300687.SZ,,,,,,,,,,,,
300688.SZ,,,,,,,,,,,,
300689.SZ,,,,,,,,,,,,
300690.SZ,,,,,,,,,,,,
300691.SZ,,,,,,,,,,,,
300692.SZ,,,,,,,,,,,,
300693.SZ,,,,,,,,,,,,
300694.SZ,,,,,,,,,,,,
300695.SZ,,,,,,,,,,,,
300696.SZ,,,,,,,,,,,,
300697.SZ,,,,,,,,,,,,
300698.SZ,,,,,,,,,,,,
300699.SZ,,,,,,,,,,,,
300700.SZ,,,,,,,,,,,,
300701.SZ,,,,,,,,,,,,
300702.SZ,,,,,,,,,,,,
300703.SZ,,,,,,,,,,,,
300705.SZ,,,,,,,,,,,,
300706.SZ,,,,,,,,,,,,
300707.SZ,,,,,,,,,,,,
300708.SZ,,,,,,,,,,,,
300709.SZ,,,,,,,,,,,,
300710.SZ,,,,,,,,,,,,
300711.SZ,,,,,,,,,,,,
300712.SZ,,,,,,,,,,,,
300713.SZ,,,,,,,,,,,,
300715.SZ,,,,,,,,,,,,
300716.SZ,,,,,,,,,,,,
300717.SZ,,,,,,,,,,,,
300718.SZ,,,,,,,,,,,,
300719.SZ,,,,,,,,,,,,
300720.SZ,,,,,,,,,,,,
300721.SZ,,,,,,,,,,,,
300722.SZ,,,,,,,,,,,,
300723.SZ,,,,,,,,,,,,
300724.SZ,,,,,,,,,,,,
300725.SZ,,,,,,,,,,,,
300726.SZ,,,,,,,,,,,,
300727.SZ,,,,,,,,,,,,
300729.SZ,,,,,,,,,,,,
300730.SZ,,,,,,,,,,,,
300731.SZ,,,,,,,,,,,,
300732.SZ,43482,,,,,,,,,,,
300733.SZ,,,,,,,,,,,,
300735.SZ,,,,,,,,,,,,
300736.SZ,,,,,,,,,,,,
300737.SZ,,,,,,,,,,,,
300738.SZ,,,,,,,,,,,,
300739.SZ,,,,,,,,,,,,
300740.SZ,,,,,,,,,,,,
300741.SZ,,,,,,,,,,,,
300742.SZ,,,,,,,,,,,,
300743.SZ,,,,,,,,,,,,
300745.SZ,,,,,,,,,,,,
300746.SZ,43735,,,,,,,,,,,
300747.SZ,,,,,,,,,,,,
300748.SZ,,,,,,,,,,,,
300749.SZ,,,,,,,,,,,,
300750.SZ,,,,,,,,,,,,
300751.SZ,,,,,,,,,,,,
300752.SZ,,,,,,,,,,,,
300753.SZ,,,,,,,,,,,,
300755.SZ,,,,,,,,,,,,
300756.SZ,,,,,,,,,,,,
300757.SZ,,,,,,,,,,,,
300758.SZ,,,,,,,,,,,,
300759.SZ,,,,,,,,,,,,
300760.SZ,,,,,,,,,,,,
300761.SZ,,,,,,,,,,,,
300762.SZ,,,,,,,,,,,,
300763.SZ,,,,,,,,,,,,
300765.SZ,,,,,,,,,,,,
300766.SZ,,,,,,,,,,,,
300767.SZ,,,,,,,,,,,,
300768.SZ,,,,,,,,,,,,
300769.SZ,,,,,,,,,,,,
300770.SZ,,,,,,,,,,,,
300771.SZ,,,,,,,,,,,,
300772.SZ,,,,,,,,,,,,
300773.SZ,,,,,,,,,,,,
300775.SZ,,,,,,,,,,,,
300776.SZ,,,,,,,,,,,,
300777.SZ,,,,,,,,,,,,
300778.SZ,,,,,,,,,,,,
300779.SZ,,,,,,,,,,,,
300780.SZ,,,,,,,,,,,,
300781.SZ,,,,,,,,,,,,
300782.SZ,,,,,,,,,,,,
300783.SZ,,,,,,,,,,,,
300785.SZ,,,,,,,,,,,,
300786.SZ,,,,,,,,,,,,
300787.SZ,,,,,,,,,,,,
300788.SZ,,,,,,,,,,,,
300789.SZ,,,,,,,,,,,,
300790.SZ,,,,,,,,,,,,
300791.SZ,,,,,,,,,,,,
300792.SZ,,,,,,,,,,,,
300793.SZ,,,,,,,,,,,,
300795.SZ,,,,,,,,,,,,
300796.SZ,,,,,,,,,,,,
300797.SZ,,,,,,,,,,,,
300798.SZ,,,,,,,,,,,,
300799.SZ,,,,,,,,,,,,
300800.SZ,,,,,,,,,,,,
300801.SZ,,,,,,,,,,,,
300802.SZ,,,,,,,,,,,,
300803.SZ,,,,,,,,,,,,
300805.SZ,,,,,,,,,,,,
300806.SZ,,,,,,,,,,,,
300807.SZ,,,,,,,,,,,,
300808.SZ,,,,,,,,,,,,
300809.SZ,,,,,,,,,,,,
300810.SZ,,,,,,,,,,,,
300811.SZ,,,,,,,,,,,,
300812.SZ,,,,,,,,,,,,
300813.SZ,,,,,,,,,,,,
300815.SZ,,,,,,,,,,,,
300816.SZ,,,,,,,,,,,,
300817.SZ,,,,,,,,,,,,
300818.SZ,,,,,,,,,,,,
300819.SZ,,,,,,,,,,,,
300820.SZ,,,,,,,,,,,,
300821.SZ,,,,,,,,,,,,
300822.SZ,,,,,,,,,,,,
300823.SZ,,,,,,,,,,,,
300825.SZ,,,,,,,,,,,,
300826.SZ,,,,,,,,,,,,
300827.SZ,,,,,,,,,,,,
300828.SZ,,,,,,,,,,,,
300829.SZ,,,,,,,,,,,,
300830.SZ,,,,,,,,,,,,
300831.SZ,,,,,,,,,,,,
300832.SZ,,,,,,,,,,,,
300833.SZ,,,,,,,,,,,,
300835.SZ,,,,,,,,,,,,
300836.SZ,,,,,,,,,,,,
600000.SH,,,42984,42451,,,,,,40467,40086,
600004.SH,,,,,,,,,,,,
600006.SH,,,,,,,,,,,,
600007.SH,,,,,,,,,,,,
600008.SH,,43420,,,42031,,,,,,,
600009.SH,,,,,,,,,,,,
600010.SH,,,,,42152,,41306,,,,,
600011.SH,,43390,,,,,,,,40541,,
600012.SH,,,,,,,,,,,,
600015.SH,43475,,,,,,,,40661,,,39743
600016.SH,,,,,,,,,,,,
600017.SH,,,,,,,,41013,40649,,40064,
600018.SH,,,,,42160,,,,40642,,,
600019.SH,,,,,,,,,,,,
600020.SH,,,,,,,,,,,,
600021.SH,,43340,43081,,,,,,,,,
600022.SH,,,,,42230,,,40983,,,,39743
600023.SH,,,,,,,,,,,,
600025.SH,,,,,,,,,,,,
600026.SH,,,,,,,,,,,,
600027.SH,,,,,42257,41842,,41095,,,40150,
600028.SH,,,,,,,,,,,,
600029.SH,,43371,,,,,,,,40484,40047,
600030.SH,,,,,,,,,,,,
600031.SH,,,,,,,,,,40212,,
600033.SH,,,,,,,,,,,40143,
600035.SH,,,42790,,,,,,,,,
600036.SH,,,,,,,,,,,,
600037.SH,,,,,42349,,,,,,,
600038.SH,,,,,,,41592,,,,,
600039.SH,,,42991,,,,41628,41095,,,,
600048.SH,,,,42545,,,,,,,40010,
600050.SH,,,43041,,,,,,,,,
600051.SH,,,,,,,,,,,,
600052.SH,,,,,,,,,,,,
600053.SH,,,,,,,,,,,,
600054.SH,,,,,42229,,,,,,,
600055.SH,,,,42391,,,,,,,,
600056.SH,,,,42661,,41716,41475,,,,,
600057.SH,,,,42375,,41955,,,40747,,,
600058.SH,,,,,,,,,,,,
600059.SH,,,,,,,,,,40256,,
600060.SH,,,,,,,,,,,40172,
600061.SH,,,43039,,42088,,,,,,,
600062.SH,,,,,42343,,,,,,,39573
600063.SH,,,42864,,42115,,,,40617,,,
600064.SH,,,,,,,,,,,,
600066.SH,,,,,,42004,,,,,,
600067.SH,,,,,,,,,,,,39654
600068.SH,,,,,,41725,,,,,,
600069.SH,,,,,42195,,,,,,39966,
600070.SH,,,42755,,,,,,,,,
600071.SH,43629,,,,,,,,,,,
600072.SH,,,,42713,,,,,,,,
600073.SH,,,,,,41993,,,40894,,,
600075.SH,,,,42605,,,,,,,,
600076.SH,,,,,42347,,,,,,,
600077.SH,,,,,,42003,,,40841,,,
600078.SH,,,,,,,,,,,,
600079.SH,,,43046,,42102,,41522,,,,40057,
600080.SH,,43189,,,,,,,,,,
600081.SH,,,,,,,,,,,,
600082.SH,,,,,,,,,,,,
600083.SH,,,,,,,,,,,,
600084.SH,,,,,,41993,,,,,40057,
600085.SH,,,,,,,,,,,,
600086.SH,,,,,42061,,,,,,,
600088.SH,,,,,,,,,,,,
600089.SH,,,,,,,,,,40399,,39658
600090.SH,,,,42515,,,,,,,,
600091.SH,,,,,42367,,,,,,,
600093.SH,,,,,42188,,,,,,,
600094.SH,,,,42637,,41912,,,40718,,,
600095.SH,,,,,,,,,,,,
600096.SH,,,,42385,,,41415,,40687,,,
600097.SH,,,43078,,,,,,,,,39805
600098.SH,,,,,,,,41094,,,,
600099.SH,,,,,,,,,,,,
600100.SH,,,,,42066,,41526,,,40382,,
600101.SH,,,,,,,,,,,,
600103.SH,,,,42643,,,,,,,,
600104.SH,,,42756,,,,,,40907,40527,,
600105.SH,,,,,42227,,,,,,,
600106.SH,,,,,,,,,,,,
600107.SH,,,,,,,,,,,,
600108.SH,,,,,,,,41039,,,40159,
600109.SH,,,,,42153,,,41265,,,,39483
600110.SH,,,,,,,,,,40319,,39491
600111.SH,,,,,,,,,,,,
600112.SH,,,,,,,,,,40305,,
600113.SH,,,,,,,,,,,,
600114.SH,,,,42713,,41713,,,,,,
600115.SH,43712,,,42556,,,41382,,,,40171,
600116.SH,,,,,42041,,,,,40359,,
600117.SH,,,,42699,,,,,,,,
600118.SH,,,,,,,,,,,,
600119.SH,,,,,,,,,,,39851,
600120.SH,,,42899,,,,,,,,,
600121.SH,,,,,,,41611,41271,,,,
600122.SH,,,,,,,,,,40348,39829,
600123.SH,,,,,,,,,,,,
600125.SH,,,,,,,,,,,,
600126.SH,,,,42542,,,,,,,,
600127.SH,,,,,,,41607,,,,,
600128.SH,,,,,,,,,,,,39602
600129.SH,,43123,,,,,,,,,,
600130.SH,,,,,,,,,,,,
600131.SH,43830,,,,,,,,,,,
600132.SH,,,,,,,,,,,,
600133.SH,43734,,43078,,,,41415,41233,,,,
600135.SH,43760,,,,42150,,,,,,,
600136.SH,43819,,,42402,42061,,,,,,,
600137.SH,,,,,,,,,,,39966,
600138.SH,,,,,,41772,,,,,,
600139.SH,,,,,,,,,40826,,,39799
600141.SH,43812,43145,,,,41837,41279,,,40291,,
600143.SH,,,,42730,,,,40949,,,,
600145.SH,,,,,,,,,,,,
600146.SH,,,,42654,,,,,,,,
600148.SH,,,,,,,,,,,,
600149.SH,,,,,,,,,,,,
600150.SH,,,,,,,,,,,,
600151.SH,,,,42574,,,,41137,,,,
600152.SH,,,42987,,,,,,,,,
600153.SH,,,,,,,,,,,,
600155.SH,,,,42733,,41997,,,,,,
600156.SH,,,,,,,,,,,,
600157.SH,,,,42522,42052,,,40976,40631,40374,,
600158.SH,,,,,,,,,,,,
600159.SH,,,,,,,,,,,,
600160.SH,,,,42635,,,,,40813,,,
600161.SH,,,,,,,,,,40449,,
600162.SH,,,42783,42656,42362,,,,,,,39518
600163.SH,,,,,42140,,,,,,,39536
600165.SH,,,,,,,,,40733,,,
600166.SH,,,,,42083,,,41081,,40437,,39645
600167.SH,,,42871,42529,,,,,,,,
600168.SH,,,,,,,41579,,,,,
600169.SH,,,,42726,,,,,,40542,,39813
600170.SH,,,42796,,,41954,,,40758,40332,,
600171.SH,,,43085,,,,,,,,,
600172.SH,,,,,42356,,,,40662,,,
600173.SH,,,,,,,,,,,40127,
600175.SH,,,,42530,,41874,,,,,39983,39465
600176.SH,,,,42381,,,,,40764,,,
600177.SH,,,,42474,,,,,,,,
600178.SH,,,,,,,,,,,,
600179.SH,,,,42622,,,,,,,,
600180.SH,,,,,42188,,,41151,,,,
600182.SH,,,,,,,,,,,,
600183.SH,,,,,,,,,40680,,,
600184.SH,,,,42376,,,,,,40481,,
600185.SH,,,,42587,,,,,,,40060,
600186.SH,,,,,,,,,,,,
600187.SH,,,42798,,,,41450,,40590,,,
600188.SH,,,,,,,,,,,,
600189.SH,,43180,43060,,,,,,,,,
600190.SH,,,,,,,41631,,,,39904,
600191.SH,,,,,,,,,,,,
600192.SH,,,,,,,41482,,,,,
600193.SH,,,,,,,,,,,,
600195.SH,,,,,,,41566,,,,,
600196.SH,,,,42684,,,,,,40304,,
600197.SH,,,,,,,,,,,,
600198.SH,,,,,,41800,,41220,,,,
600199.SH,43564,,,,,,,,,40526,,
600200.SH,,,,42658,42292,,,,,,,
600201.SH,,,,42635,,,,,,,,
600202.SH,,,,,,,,,,,,
600203.SH,,,,42496,42005,41738,,,,,,
600206.SH,,,,,,41668,41384,,,,,
600207.SH,,,,42577,,,41410,,,,,
600208.SH,,,,,42335,41978,,,,,,
600209.SH,,,,,,,,,,,,
600210.SH,,,,,42020,,,,,,,
600211.SH,,,42860,,,,,,,,,
600212.SH,,,,,,,,,,,,
600213.SH,,,,,,,,,,,,
600215.SH,,,,,,,,,,,,
600216.SH,,,,,,,,41149,,,,
600217.SH,,,42851,,42137,,,,,,,
600218.SH,,,,,42066,,,,,,,
600219.SH,,,,42712,,,,,,40264,,
600220.SH,,,,,,,,,,,,
600221.SH,,,,42620,,,,41136,,40234,,
600222.SH,,,,,42083,,41487,,,,,
600223.SH,,,,,,,,,,,39821,
600225.SH,,,,,42046,,,,,,40107,
600226.SH,,,42825,,,,,,,,,
600227.SH,,,,42665,,,,,,40235,,
600228.SH,,,,,,,,,,,,
600229.SH,,,,,42250,,,,,,39988,
600230.SH,,,,,,41759,,,,,,
600231.SH,,,,,42350,,,,,,,39792
600232.SH,,,,,,,,,,,,
600233.SH,,,,42654,,,,,,,,
600234.SH,,,,,,,,,,,,
600235.SH,,,,,,,41373,,,,,
600236.SH,,,,,42354,,,,,40247,,
600237.SH,,,,,,,41307,,,,,
600238.SH,,,,,,,,,,,,
600239.SH,,,,,,,,,,,39917,
600241.SH,,,43081,,42243,,,,,,,
600242.SH,,,43004,42598,,,,,,40442,,
600243.SH,,,,,42367,,,,,,40003,
600246.SH,,,,42591,,,,,,,,
600247.SH,,,,,,,,,,,,
600248.SH,,43435,,,,41752,,,,,,39732
600249.SH,,,,,42068,,,,,,,
600250.SH,43826,,,,,,,,,,,
600251.SH,,,,,,41816,,,,,,39605
600252.SH,,,,,,41964,,,,40341,,
600255.SH,,,,,42152,,41542,,,,,39514
600256.SH,,,,,,,,,40690,,,
600257.SH,,,,42661,,,,,,,,
600258.SH,,,42745,42719,,,,,,,,
600259.SH,,,,42677,,41929,,,,,,39781
600260.SH,,,42914,,42139,,,,,,,
600261.SH,,,,,,,,40995,,,,
600262.SH,,,,,,,,,,,,
600265.SH,,,,,,,,,,,,
600266.SH,,,,,,41873,,,,,,
600267.SH,,,,,,41909,,,40619,,40113,
600268.SH,,,43090,,,,,,,40533,,39541
600269.SH,,,,,,,,,,,,
600271.SH,,,,,,,,,,,,
600272.SH,,,,,,,,,,,,
600273.SH,,,42930,,,41991,,,,,,
600275.SH,,,,,,,,,,,,
600276.SH,,,,,,,,,,,,
600277.SH,,,42780,,,,41510,,,,39830,
600278.SH,,,,,,,,,40667,,,
600279.SH,43812,,,,,41968,,,,40508,,
600280.SH,,,,,,,,,,,,
600281.SH,,,,,,,,,,,,
600282.SH,,,43005,,42347,,,,,40470,,
600283.SH,,,,,42067,,,,,,,
600284.SH,,,,,,,41325,,,,,39618
600285.SH,,,,42499,,,41297,,,,,
600287.SH,,,,,,,,,,,,
600288.SH,,,,,,,,,,,,
600289.SH,,,,42657,,,,,,,,
600290.SH,,,,,42369,,,,40571,,39826,
600291.SH,,,,42405,,,,,,,,
600292.SH,,,,,,41877,,,40751,,,
600293.SH,,,,42620,,,,,,,,
600295.SH,43799,,,,,,,,,,,
600297.SH,,,43085,,42186,,,,,,,39555
600298.SH,,,,,,,,,40780,40360,,
600299.SH,,,,,42307,,,,,,,
600300.SH,,,,,,,,,,,,39592
600301.SH,,,,,,,,,,,,
600302.SH,,,,,,,,,,,,
600303.SH,,,,42607,,41726,,,,,,
600305.SH,,,,,,41769,,,,,,
600306.SH,,,,,,,,,,,,
600307.SH,,,,,,,41303,,,,40117,
600308.SH,,,,,,,,,,,40074,
600309.SH,43510,,42753,,,,,,,,,
600310.SH,,,,,,,,,,40326,,
600311.SH,,,,,,,,,,,,
600312.SH,,,,42682,,41730,,,,,40122,
600313.SH,,,,,42307,,,41180,,,,
600315.SH,,,,,,,,,,,,
600316.SH,,,,,,,,,,40373,,
600317.SH,,,,,,,,41197,,,,39615
600318.SH,43621,,,,,,,,,,,
600319.SH,,,,,,,,,,,,
600320.SH,,,,,,,,,,,39891,
600321.SH,,,,,42077,,,,40688,,,
600322.SH,,,,,,,,,,,,
600323.SH,,,,,42046,42003,,41130,,,,
600325.SH,,,,,42336,,,,,,,
600326.SH,,,,,42315,,,,,,,
600327.SH,,,,42605,,,,,,,,
600328.SH,,,,42405,,,,,,,,
600329.SH,,,,,42201,,,,,,,
600330.SH,,,,,42097,41705,,,,,,
600331.SH,,,,,,41880,,,,,,
600332.SH,,,,42601,,,41464,,,,,
600333.SH,,,42927,,,,41353,,,,,
600335.SH,43573,,,42614,,41880,,,40815,,,
600336.SH,,,,42735,,,,,,,,
600337.SH,,,42992,,,,,,,40507,,
600338.SH,,,,,42243,,,,,,,
600339.SH,,,42754,,,,,,,,,
600340.SH,,,,42392,,,,,40803,,,
600343.SH,,,,,,,41361,,,,,
600345.SH,,,,,,,,,,,,
600346.SH,,43203,,42504,,41685,,,40887,,,
600348.SH,,,,,,,,,,,,
600350.SH,,,,,,,,,40736,,,
600351.SH,,,,,42356,,,41199,,,,39581
600352.SH,,,,,42090,,,,,,,
600353.SH,,,,,,,,,40639,,,
600354.SH,,,,,42299,,,,40589,,,
600355.SH,,,,,,,,,,,,
600356.SH,,,,,,,,,,,,
600358.SH,,,,42396,,,,,,,,
600359.SH,,,,,,42000,,,,,,
600360.SH,,,,,,,41374,,,,,39456
600361.SH,,,,,,,,,40646,,,
600362.SH,,,,,,,,,,,,
600363.SH,,,,,,,,41247,,,,
600365.SH,,,,,,,41429,,,,,
600366.SH,,,,,42368,,,,,,,
600367.SH,,,,,,,,,,,,
600368.SH,,,,,,,,,,,,
600369.SH,,,,,,41696,,,,40422,39863,
600370.SH,,,,,,,,,,,,
600371.SH,,,,,,,,,,,,
600372.SH,,,,,,,,41206,40697,,40003,
600373.SH,,,,,42052,,41353,,,40535,,
600375.SH,,,,,,,41465,,40744,,,
600376.SH,,,,42551,,,,,,,40015,39462
600377.SH,,,,,,,,,,,,
600378.SH,43739,43463,,,,,,,,,,
600379.SH,,,,,,,,,,,,
600380.SH,,,,,,,,,,,,
600381.SH,,,,,42091,,,,40904,,,
600382.SH,,,,42697,,,,,,,,
600383.SH,,,,,,,,,,,40044,
600385.SH,,,,,,,,,,,,
600386.SH,,,,,,,,,,,,
600387.SH,,,43070,,,,,,,,,
600388.SH,,,,,,,,,,,39956,
600389.SH,,,,,,,,,,,,
600390.SH,,,42759,,42199,,41367,,,,,
600391.SH,,,,,,,,,40662,,,
600392.SH,,,42837,,,,41285,,,,,
600393.SH,,,,42461,,,,,,,,
600395.SH,,,,,,,,,,,39920,
600396.SH,,,,,42367,41650,,,,,,
600397.SH,,,,,,,,40943,,,,
600398.SH,,,,,,41713,,,,,,
600399.SH,,,,,,,,,,,,
600400.SH,,,,42615,42222,,,,,,,
600403.SH,,,,,,,,41222,40826,,,
600405.SH,,,,,,,41563,,,,,
600406.SH,,43203,43097,,,41642,,,,40474,,
600408.SH,,,,,,,,,,,40052,
600409.SH,,,42907,,,,,40970,40593,,,39462
600410.SH,,,,42657,,,,,40793,,,
600415.SH,,,,,,,,,,,,39690
600416.SH,,,,42635,42046,,,,,,,
600418.SH,,,,42599,42123,,,,,,,
600419.SH,,,,,42250,,41605,,,,,
600420.SH,,,42803,,,,,,,,,
600421.SH,,,,,,,,,,,,
600422.SH,,,,,42307,,41458,,,,,
600423.SH,,,,,,,,,,,,
600425.SH,,,,,,,,41080,,,,
600426.SH,,,,,,,,,,40541,,
600428.SH,,,,42404,,,,,,,,
600429.SH,,,,,42045,,,,,,40135,
600433.SH,,,,,42068,,,,40870,,40173,
600435.SH,,,,,,,,,,,40029,39791
600436.SH,,,,,,,,,,,,
600438.SH,,,,42734,,,41468,,,,,
600439.SH,,,,,,,,,,40519,,
600444.SH,,,,,42273,,,,,,,
600446.SH,,43109,,,42180,,,,,,,
600448.SH,,,43070,,,41723,,,,,,
600449.SH,,,,,,,,,40900,,,39574
600452.SH,,,,,,,,,,,,
600455.SH,,,,,,,,,,,,
600456.SH,,,,,,,,,,,,39450
600458.SH,,,,42381,,,,,,40318,,
600459.SH,,,,,,,,,40765,,,
600460.SH,,43116,,,,,41522,,,40437,,
600461.SH,43785,,,42504,,,,,40550,,,
600462.SH,,,,,,,,,,,,
600463.SH,,,,42370,,,,,,,,
600466.SH,,,,,42110,,,,,,,
600467.SH,,,,,,,,,40877,,,
600468.SH,,,,42397,,,,,,,,
600469.SH,,,,,,,,,,,,39811
600470.SH,,,,,,,,,,40416,,
600475.SH,,,42920,,,,,,,,,
600476.SH,,,,,,,,,,,,
600477.SH,,,,,42369,41732,,,,,,
600478.SH,43560,,43061,,42167,,,,,40459,,39553
600479.SH,,,,,42244,,,,,,,
600480.SH,,,,,42335,,,,,40526,,
600481.SH,,,,,,,,,,,,39451
600482.SH,,,,42558,,,41565,,,,,
600483.SH,,,,42387,,41845,,,,,,
600485.SH,,,,,,41895,,,,,,
600486.SH,,,,,,,,,,,40086,
600487.SH,,,42948,,,41705,,,40572,,,
600488.SH,,,42973,,,,41383,,,,,
600489.SH,,,,,,,,,40773,,,39508
600490.SH,43581,43265,42796,42735,,,,41052,,,,
600491.SH,,43215,,42406,,,,,,,39966,
600493.SH,,,,,,,,,,,,
600495.SH,,,,,,,41500,,,,39855,
600496.SH,,43257,,,,41942,,,,,40127,
600497.SH,,,43071,42496,,,,,,,,
600498.SH,,,43005,,42189,,,41096,,,40106,
600499.SH,,,43070,,,41698,41419,41131,40892,,,39613
600500.SH,,,,,,,41611,,,,,
600501.SH,,,,,42187,,,,,,,
600502.SH,,,42951,,42182,,,,,,,
600503.SH,,,,,,41888,,,,,,39584
600505.SH,,,,,,,,,,,,
600506.SH,,,,,,,,,,,,
600507.SH,,,,,,,,,,,,
600508.SH,,,,,,,,,,,,
600509.SH,,,43050,,,,41354,,,,,
600510.SH,,,,,42367,,,,,,39862,
600511.SH,,,42894,,,,,,,,,
600512.SH,,,,42641,42077,,,,,,,39457
600513.SH,,,,,42124,,41447,,,,,
600515.SH,,,,42578,,,,41101,,,,
600516.SH,,,,,,,41451,,,,,39637
600517.SH,,,,,42367,,41293,,,,,
600518.SH,,,,42550,,,,,,,,
600519.SH,,,,,,,,,,,,
600520.SH,,,,,,41751,,,,,,
600521.SH,43720,,,42662,,,41396,,,,,
600522.SH,,,42776,,42347,41908,,,40737,,39878,
600523.SH,,,,,,,,,,,,39471
600525.SH,,,,,42236,,,,,,,
600526.SH,,,,,42110,,41360,,,,,
600527.SH,,,43053,,,,,,40726,,,
600528.SH,,,42823,,,,,,,,,
